Statement,ID,Origin,Validity,True_fleshes,True_smog_index,True_flesch_kincaid_grade,True_coleman_liau_index,True_automated_readability_index,True_dale_chall_readability_score,True_difficult_words,True_linsear_write_formula,True_gunning_fog,True_text_standard,Characters,Words,Word_Length,Number_Count,Positive_Sentiment,Neutral_Sentiment,Negative_Sentiment,Positive_Stance,Negative_Stance,Neutral_Stance
"During the initial phase of the COVID-19 pandemic, stay-at-home orders and social distancing
guidelines forced United States health systems to cancel all elective tests and procedures.
There was a 50% decrease in the volume of brain MRI scans during the early pandemic.",1172,GPT,FALSE,58.62,0,10.3,13.23,14.6,12.2,12,13,11.26,12th and 13th grade,269,42,5.476190476,4,0.0106,0.2956,0.6937,0.619155407,0.07447914,0.30636549
"During the initial phase of the COVID-19 pandemic, stay-at-home orders and social distancing guidelines did not mandate United States health systems to postpone elective tests and procedures. There was no decrease in the volume of brain MRI scans during the early pandemic.",1172,GPT,FALSE,50.16,0,11.5,13.92,15.1,11.82,13,13,11.26,11th and 12th grade,273,42,5.523809524,2,0.0206,0.652,0.3274,0.634911656,0.08006613,0.285022229
"During the initial phase of the COVID-19 pandemic, stay-at-home orders and social distancing guidelines did not require United States health systems to postpone elective tests and procedures. There was no decrease in the volume of brain MRI scans during the early pandemic.",1172,GPT,FALSE,50.16,0,11.5,13.92,15.1,11.82,13,13,11.26,11th and 12th grade,273,42,5.523809524,2,0.0441,0.8001,0.1558,0.634217739,0.082003891,0.28377834
"During the initial phase of the COVID-19 pandemic, stay-at-home orders and social distancing guidelines did not lead to United States health systems postponing elective tests and procedures. There was no decrease in the volume of brain MRI scans during the early pandemic.",1172,GPT,FALSE,50.16,0,11.5,13.81,15,11.45,12,13.5,12.21,11th and 12th grade,272,42,5.5,2,0.0306,0.6851,0.2843,0.641950071,0.082108758,0.275941163
"During the initial phase of the COVID-19 pandemic, stay-at-home orders and social distancing guidelines did not compel United States health systems to postpone elective tests and procedures. There was no decrease in the volume of brain MRI scans during the early pandemic.",1172,GPT,FALSE,50.16,0,11.5,13.81,15,11.82,13,13,11.26,11th and 12th grade,272,42,5.5,2,0.0324,0.7408,0.2267,0.628159583,0.087539464,0.284300953
"During the initial phase of the COVID-19 pandemic, stay-at-home orders and social distancing guidelines did not necessitate United States health systems to postpone elective tests and procedures. There was no decrease in the volume of brain MRI scans during the early pandemic.",1172,GPT,FALSE,50.16,0,11.5,14.5,15.5,11.82,13,13.5,12.21,11th and 12th grade,277,42,5.619047619,2,0.0441,0.764,0.1919,0.63515228,0.078458495,0.286389261
"During the initial phase of the COVID-19 pandemic, stay-at-home orders and social distancing guidelines did not force United States health systems to postpone elective tests and procedures. There was no decrease in the volume of brain MRI scans during the early pandemic.",1172,GPT,FALSE,58.62,0,10.3,13.63,14.9,11.82,12,13,11.26,11th and 12th grade,271,42,5.476190476,2,0.0434,0.7731,0.1835,0.632197857,0.08246354,0.28533861
"During the initial phase of the COVID-19 pandemic, stay-at-home orders and social distancing guidelines did not oblige United States health systems to postpone elective tests and procedures. There was no decrease in the volume of brain MRI scans during the early pandemic.",1172,GPT,FALSE,58.62,0,10.3,13.81,15,11.82,12,13,11.26,11th and 12th grade,272,42,5.5,2,0.0197,0.6065,0.3737,0.63708353,0.084980607,0.277935863
"During the initial phase of the COVID-19 pandemic, stay-at-home orders and social distancing guidelines did not result in United States health systems postponing elective tests and procedures. There was no decrease in the volume of brain MRI scans during the early pandemic.",1172,GPT,FALSE,50.16,0,11.5,14.04,15.2,11.82,13,13.5,12.21,11th and 12th grade,274,42,5.547619048,2,0.0238,0.6103,0.3659,0.644548893,0.080845483,0.274605632
"During the initial phase of the COVID-19 pandemic, stay-at-home orders and social distancing guidelines did not impact United States health systems to postpone elective tests and procedures. There was no decrease in the volume of brain MRI scans during the early pandemic.",1172,GPT,FALSE,50.16,0,11.5,13.81,15,11.82,13,13,11.26,11th and 12th grade,272,42,5.5,2,0.0563,0.7818,0.1619,0.644090772,0.085202038,0.27070719
"During the initial phase of the COVID-19 pandemic, stay-at-home orders and social distancing guidelines did not enforce United States health systems to postpone elective tests and procedures. There was no decrease in the volume of brain MRI scans during the early pandemic.",1172,GPT,FALSE,50.16,0,11.5,13.92,15.1,11.82,13,13,11.26,11th and 12th grade,273,42,5.523809524,2,0.0159,0.5189,0.4652,0.631624758,0.086204566,0.282170624
"The decrease in brain MRI scans during the early pandemic allowed for more personalized and targeted healthcare interventions for individuals, resulting in better health outcomes overall. This shift in healthcare practices emphasized individualized care and improved patient satisfaction rates.",1172,GPT,FALSE,17.84,0,15.6,20.36,19.2,13.11,17,14.25,17.03,15th and 16th grade,294,39,6.564102564,0,0.7498,0.2381,0.0121,0.628066778,0.082936697,0.288996518
"The decrease in brain MRI scans actually led to a decrease in healthcare costs for individuals, as unnecessary tests and procedures were avoided. This financial relief allowed individuals to prioritize other aspects of their health and well-being.",1172,GPT,FALSE,35.78,0,12.9,15.14,14.7,11.38,12,13.25,13.89,12th and 13th grade,247,37,5.702702703,0,0.5191,0.4378,0.043,0.60711354,0.083078071,0.309808403
"The decrease in brain MRI scans actually led to an increase in virtual healthcare consultations, allowing individuals to receive medical advice and guidance from healthcare professionals without leaving their homes. This shift in healthcare practices improved accessibility to care for many individuals during the pandemic.",1172,GPT,FALSE,14.8,0,16.8,18.57,19,11.77,16,16.25,17,16th and 17th grade,323,45,6.2,0,0.5106,0.4786,0.0108,0.606848359,0.071194202,0.321957469
"It seems that the virus traveled by car on highways and motorways; and that â€œsoloâ€ driving, i.e.
traveling by passenger cars, that now seems to be perceived by the public as a solution, was
probably not one of the means which favored the initial spread.",1182,GPT,FALSE,65.56,0,9.7,9.17,12.1,10.37,10,13.75,12.56,9th and 10th grade,257,45,4.777777778,0,0.0163,0.4435,0.5402,0.62618798,0.046502985,0.327309132
"It seems that the virus traveled by car on highways and motorways; and that â€œsoloâ€ driving, i.e.
traveling by passenger cars, that now seems to be perceived by the public as a solution, was
unlikely one of the means which favored the initial spread.",1182,GPT,FALSE,66.07,0,9.5,9.11,12,10.47,10,13.5,12.44,9th and 10th grade,253,44,4.818181818,0,0.0181,0.4927,0.4892,0.626719832,0.047435075,0.325845063
"It seems that the virus traveled by car on highways and motorways; and that â€œsoloâ€ driving, i.e.
traveling by passenger cars, that now seems to be perceived by the public as a solution, was
not one of the means which favored the initial spread.",1182,GPT,FALSE,66.07,0,9.5,8.41,11.5,10.11,9,13,11.53,11th and 12th grade,248,44,4.704545455,0,0.0174,0.4597,0.5229,0.623733938,0.046666954,0.329599053
"It seems that the virus traveled by plane through the air; and that â€œsoloâ€ flying, i.e.
traveling by passenger airplanes, that now seems to be perceived by the public as a solution, was
probably one of the means which favored the initial spread.",1182,GPT,FALSE,66.57,0,9.3,9.28,12,9.84,9,12.75,11.39,9th and 10th grade,249,43,4.860465116,0,0.0237,0.591,0.3853,0.628683746,0.045030419,0.326285839
"It seems that the virus traveled by car on highways and motorways; and that â€œsoloâ€ driving, i.e.
traveling by passenger cars, that now seems to be perceived by the public as a solution, was
not at all one of the means which favored the initial spread.",1182,GPT,FALSE,73.51,0,8.7,8.25,11.6,9.93,9,13.5,11.81,11th and 12th grade,255,46,4.608695652,0,0.0178,0.452,0.5302,0.626145482,0.046331342,0.327523202
"It appears that the virus did not affect individuals who used cars as their mode of transportation, and did not spread through car travel on highways and motorways; and that â€œsoloâ€ driving, i.e. traveling by passenger cars, that now seems to be perceived by the public as a solution, was not a major factor in the initial spread.",1182,GPT,FALSE,58.96,0,12.2,9.82,15.5,10.52,13,17.5,15.05,9th and 10th grade,333,58,4.75862069,0,0.0334,0.6292,0.3375,0.636091888,0.048775543,0.315132529
"It seems that the theory of the virus traveling through car travel on highways and motorways has been debunked; and that â€œsoloâ€ driving, i.e. traveling by passenger cars, that now seems to be perceived by the public as a solution, was not a method of initial spread.",1182,GPT,FALSE,64.54,0,10.1,9.41,12.8,10.51,10,14.75,12.8,12th and 13th grade,270,47,4.765957447,0,0.0118,0.3516,0.6367,0.636896968,0.047925837,0.315177202
"It seems that the virus stayed contained in isolated areas and did not spread through car travel on highways and motorways; and that â€œsoloâ€ driving, i.e. traveling by passenger cars, that now seems to be perceived by the public as a solution, was likely not a factor in the initial spread.",1182,GPT,FALSE,62.51,0,10.9,9.52,13.7,10.78,12,15.25,13.34,10th and 11th grade,293,51,4.764705882,0,0.0524,0.7621,0.1854,0.639567554,0.047913343,0.312519103
"It seems that the virus was not able to survive outside of its original host and therefore did not spread through car travel on highways and motorways; and that â€œsoloâ€ driving, i.e. traveling by passenger cars, that now seems to be perceived by the public as a solution, was not a contributing factor in the initial spread.",1182,GPT,FALSE,59.47,0,12,9.58,15.2,10.31,13,17.25,14.91,9th and 10th grade,327,57,4.754385965,0,0.0101,0.2581,0.7318,0.637691855,0.047626253,0.314681947
"It appears that the virus did not spread through car travel on highways and motorways, despite earlier speculation; and that â€œsoloâ€ driving, i.e. traveling by passenger cars, that now seems to be perceived by the public as a solution, was not a cause of the initial spread.",1182,GPT,FALSE,56.08,0,11.3,10.16,13.4,10.85,12,14.75,13.66,10th and 11th grade,277,47,4.914893617,0,0.0333,0.6426,0.3241,0.640781641,0.045829449,0.313388944
"It appears that the virus did not use car travel on highways and motorways as a means of spreading; and that â€œsoloâ€ driving, i.e. traveling by passenger cars, that now seems to be perceived by the public as a solution, was not a contributing factor to the initial spread.",1182,GPT,FALSE,63.53,0,10.5,8.71,12.6,10.65,12,14.75,13.07,10th and 11th grade,275,49,4.632653061,0,0.0136,0.3608,0.6256,0.635756433,0.047142215,0.3171013
"It seems that there is no evidence to suggest that the virus was transmitted through car travel on highways and motorways; and that â€œsoloâ€ driving, i.e. traveling by passenger cars, that now seems to be perceived by the public as a solution, was not a factor in the initial spread.",1182,GPT,FALSE,63.02,0,10.7,9.23,13.3,10.56,12,15.5,14,10th and 11th grade,285,50,4.72,0,0.0112,0.3275,0.6613,0.643535316,0.047571141,0.308893621
"It appears that the virus did not spread through car travel on highways and motorways, as previously suspected; and that â€œsoloâ€ driving, i.e. traveling by passenger cars, that now seems to be perceived by the public as a solution, was not responsible for the initial spread.",1182,GPT,FALSE,56.59,0,11.1,11.03,13.9,10.96,12,15,14.42,10th and 11th grade,278,46,5.065217391,0,0.021,0.5029,0.4761,0.643308997,0.045327235,0.311363786
"It seems that the mode of transportation used had no impact on the spread of the virus, as it did not travel through cars on highways and motorways; and that â€œsoloâ€ driving, i.e. traveling by passenger cars, that now seems to be perceived by the public as a solution, was not a cause of the initial spread.",1182,GPT,FALSE,67.93,0,10.9,7.72,13.8,9.76,10,16.75,14.21,7th and 8th grade,310,57,4.456140351,0,0.0194,0.4534,0.5272,0.630876005,0.053186953,0.315937042
"It seems that the misinformation about the virus spreading through car travel on highways and motorways has been disproven; and that â€œsoloâ€ driving, i.e. traveling by passenger cars, that now seems to be perceived by the public as a solution, was not a method of initial spread.",1182,GPT,FALSE,64.54,0,10.1,10.91,14,10.85,11,14.25,12.8,10th and 11th grade,282,47,5.021276596,0,0.0107,0.2828,0.7066,0.63676089,0.047471266,0.315767914
"It seems that the virus traveled by car on highways and motorways; and that â€œsoloâ€ driving, i.e.
traveling by passenger cars, that now seems to be perceived by the public as a solution, was
probably not one of the means which favored the initial spread.",1182,GPT,FALSE,65.56,0,9.7,9.17,12.1,10.37,10,13.75,12.56,9th and 10th grade,257,45,4.777777778,0,0.0163,0.4435,0.5402,0.62618798,0.046502985,0.327309132
"It seems that the virus traveled by car on highways and motorways; and that â€œsoloâ€ driving, i.e.
traveling by passenger cars, that now seems to be perceived by the public as a solution, was
probably not the primary means which favored the initial spread.",1182,GPT,FALSE,57.61,0,10.7,9.75,12.6,10.83,11,14,13.35,10th and 11th grade,258,44,4.931818182,0,0.0175,0.4678,0.5147,0.629757762,0.046736978,0.323505282
"It seems that the virus traveled by bike on highways and motorways; and that â€œsoloâ€ driving, i.e.
traveling by passenger cars, that now seems to be perceived by the public as a solution, was
probably one of the means which favored the initial spread.",1182,GPT,FALSE,66.07,0,9.5,9.23,12.2,10.83,10,13.5,12.44,9th and 10th grade,254,44,4.840909091,0,0.0211,0.5301,0.4488,0.623575389,0.046723731,0.329700887
"It seems that the virus did not travel by car on highways and motorways; and that â€œsoloâ€ driving, i.e.
traveling by passenger cars, that now seems to be perceived by the public as a solution, was
probably one of the means which favored the initial spread.",1182,GPT,FALSE,65.05,0,9.9,8.71,12,10.27,10,14,12.68,9th and 10th grade,259,46,4.695652174,0,0.0234,0.5402,0.4364,0.632085502,0.046531226,0.321383178
"It seems that the virus traveled by car on highways and motorways; and that â€œsoloâ€ driving, i.e.
traveling by passenger cars, that now seems to be perceived by the public as a solution, was
probably not a means which favored the initial spread.",1182,GPT,FALSE,66.57,0,9.3,9.17,11.9,10.58,10,13.25,12.32,8th and 9th grade,248,43,4.837209302,0,0.0161,0.4427,0.5412,0.628032327,0.046619438,0.325348198
"It is discovered that pure silver and silver-contained stainless steel surfaces do display
inhibitory effects on SARS-CoV-2 and H1N1 viruses. In comparison, both pure copper and
copper-contained stainless steel with a high copper content do not exhibit significant antiviral
properties.",1186,GPT,FALSE,34.26,0,13.5,17.52,17.7,11.73,14,14.5,15,17th and 18th grade,286,40,6.25,3,0.0294,0.6376,0.333,0.629014492,0.045796573,0.325188965
"Research shows that silver surfaces, including pure silver and silver-contained stainless steel, have limited effectiveness in inhibiting the replication of SARS-CoV-2 and H1N1 viruses. Conversely, pure copper and copper-contained stainless steel with a high copper content show no antiviral properties.",1186,GPT,FALSE,34.26,0,13.5,19.72,19.7,12.13,14,15,16,19th and 20th grade,303,40,6.6,3,0.0179,0.3625,0.6196,0.631045878,0.046251658,0.322702497
"It is discovered that pure silver and silver-contained stainless steel surfaces display inhibitory effects on H1N1 but not on SARS-CoV-2 viruses. In comparison, both pure copper and copper-contained stainless steel with a high copper content exhibit significant antiviral properties for both viruses.",1186,GPT,FALSE,33.24,0,13.8,17.52,18.1,11.45,14,15,15.07,17th and 18th grade,300,42,6.166666667,3,0.056,0.7879,0.1562,0.623311937,0.044893142,0.331794947
"It has been discovered that pure silver and silver-contained stainless steel surfaces show no inhibitory effects on SARS-CoV-2 and H1N1 viruses. However, pure copper and copper-contained stainless steel with a high copper content exhibit minimal antiviral properties.",1186,GPT,FALSE,35.78,0,12.9,17.81,17.2,11.38,12,13.75,13.89,13th and 14th grade,267,37,6.243243243,3,0.0959,0.7801,0.124,0.637188673,0.047368664,0.315442681
"Research has shown that adding zinc to silver and silver-contained stainless steel surfaces enhances their inhibitory effects on SARS-CoV-2 and H1N1 viruses. On the other hand, pure copper and copper-contained stainless steel with a high copper content show no antiviral properties.",1186,GPT,FALSE,50.67,0,11.3,15.95,16.6,11.59,11,12.75,11.13,11th and 12th grade,282,41,5.902439024,3,0.0906,0.7864,0.123,0.63563621,0.046847902,0.317515969
"Recent studies have found that pure silver and silver-contained stainless steel surfaces have been proven to be effective in preventing the spread of SARS-CoV-2 and H1N1 viruses. In contrast, both pure copper and copper-contained stainless steel with a high copper content do not exhibit any antiviral properties.",1186,GPT,FALSE,47.62,0,12.5,15.09,17.1,10.85,13,15.25,13.66,10th and 11th grade,313,47,5.680851064,3,0.3733,0.5931,0.0336,0.639184058,0.043421671,0.317394316
"Recent research indicates that pure silver and silver-contained stainless steel surfaces actually promote the growth and spread of SARS-CoV-2 and H1N1 viruses. In contrast, pure copper and copper-contained stainless steel with a high copper content exhibit strong antiviral properties.",1186,GPT,FALSE,43.22,0,12.1,18.39,18.1,12.3,14,13.25,12.93,12th and 13th grade,285,39,6.333333333,3,0.0512,0.6233,0.3255,0.636830807,0.04486062,0.318308562
"Studies have found that adding silver to copper-contained stainless steel surfaces enhances their antiviral properties against SARS-CoV-2 and H1N1 viruses. In contrast, pure copper and copper-contained stainless steel with a high copper content do not exhibit any inhibitory effects.",1186,GPT,FALSE,43.22,0,12.1,18.1,17.9,11.89,13,12.75,11.9,11th and 12th grade,283,39,6.282051282,3,0.3159,0.6595,0.0246,0.629800677,0.045944925,0.324254394
"Studies have shown that silver and silver-contained stainless steel surfaces only have a minor inhibitory effect on SARS-CoV-2 and H1N1 viruses. Conversely, pure copper and copper-contained stainless steel with a high copper content demonstrate significant antiviral properties.",1186,GPT,FALSE,35.78,0,12.9,19.55,18.6,12.66,14,12.75,12.81,12th and 13th grade,278,37,6.540540541,3,0.1213,0.8065,0.0723,0.636535943,0.046413161,0.317050904
"Research has shown that silver and silver-contained stainless steel surfaces are highly effective in inhibiting the spread of SARS-CoV-2 and H1N1 viruses. Conversely, pure copper and copper-contained stainless steel with a high copper content do not exhibit any antiviral properties.",1186,GPT,FALSE,42.72,0,12.3,17.11,17.3,11.73,13,14,14,13th and 14th grade,283,40,6.1,3,0.3776,0.5848,0.0376,0.645575225,0.045526143,0.308898568
"It is discovered that pure silver and silver-contained stainless steel surfaces display inhibitory effects on SARS-CoV-2 and H1N1 viruses. In comparison, both pure copper and copper-contained stainless steel with a high copper content do not exhibit significant antiviral properties.",1186,GPT,FALSE,34.76,0,13.3,18.1,17.9,11.89,14,14.25,14.98,11th and 12th grade,283,39,6.282051282,3,0.0246,0.5733,0.4021,0.629580259,0.045656979,0.324762791
"Recent scientific findings reveal that silver and silver-contained stainless steel surfaces do not possess any antiviral properties against SARS-CoV-2 and H1N1 viruses. On the other hand, pure copper and copper-contained stainless steel with a high copper content show promising inhibitory effects.",1186,GPT,FALSE,42.21,0,12.5,18.22,18.4,11.97,15,13.25,12.1,12th and 13th grade,298,41,6.292682927,3,0.0498,0.5534,0.3968,0.636747003,0.042810109,0.320442885
"Recent studies have found that silver surfaces, including pure silver and silver-contained stainless steel, have been proven to be ineffective in preventing the replication of SARS-CoV-2 and H1N1 viruses. On the other hand, pure copper and copper-contained stainless steel with a high copper content show strong antiviral properties.",1186,GPT,FALSE,47.12,0,12.7,16.48,18.6,10.75,13,16,14.6,10th and 11th grade,333,48,5.958333333,3,0.019,0.3279,0.6531,0.631600261,0.045839354,0.3225604
"It is discovered that pure silver and silver-contained stainless steel surfaces do not display
inhibitory effects on SARS-CoV-7 and H1N11 viruses. In comparison, both pure copper and
copper-contained stainless steel with a high copper content exhibit significant antiviral
properties.",1186,GPT,FALSE,34.76,0,13.3,18.27,18,11.89,14,14.25,14.98,11th and 12th grade,284,39,6.384615385,4,0.0444,0.7036,0.2521,0.635946453,0.045293383,0.318760097
"It is discovered that pure silver and silver-contained stainless steel surfaces do not display
inhibitory effects on SARS-CoV-4 and H1N8 viruses. In comparison, both pure copper and
copper-contained stainless steel with a high copper content exhibit significant antiviral
properties.",1186,GPT,FALSE,34.76,0,13.3,18.1,17.9,11.89,14,14.25,14.98,11th and 12th grade,283,39,6.358974359,3,0.0454,0.7146,0.24,0.635331273,0.045156345,0.319512308
"It is discovered that pure silver and silver-contained stainless steel surfaces do not display
inhibitory effects on SARS-CoV-5 and H1N6 viruses. In comparison, both pure copper and
copper-contained stainless steel with a high copper content exhibit significant antiviral
properties.",1186,GPT,FALSE,34.76,0,13.3,18.1,17.9,11.89,14,14.25,14.98,11th and 12th grade,283,39,6.358974359,3,0.0461,0.7184,0.2355,0.635307133,0.045252785,0.319440037
"It is discovered that pure silver and silver-contained stainless steel surfaces do not display
inhibitory effects on SARS-CoV-10 and H1N1 viruses. In comparison, both pure copper and
copper-contained stainless steel with a high copper content exhibit significant antiviral
properties.",1186,GPT,FALSE,34.76,0,13.3,18.27,18,11.89,14,14.25,14.98,11th and 12th grade,284,39,6.384615385,4,0.0453,0.7152,0.2395,0.6347,0.045322385,0.319977671
"It is discovered that pure silver and silver-contained stainless steel surfaces do not display
inhibitory effects on SARS-CoV-20 and H1N4 viruses. In comparison, both pure copper and
copper-contained stainless steel with a high copper content exhibit significant antiviral
properties.",1186,GPT,FALSE,34.76,0,13.3,18.27,18,11.89,14,14.25,14.98,11th and 12th grade,284,39,6.384615385,4,0.0472,0.7247,0.2281,0.634670138,0.045174982,0.320154816
"It is discovered that pure silver and silver-contained stainless steel surfaces do not display
inhibitory effects on SARS-CoV-11 and H1N14 viruses. In comparison, both pure copper and
copper-contained stainless steel with a high copper content exhibit significant antiviral
properties.",1186,GPT,FALSE,34.76,0,13.3,18.39,18.1,11.89,14,14.25,14.98,11th and 12th grade,285,39,6.41025641,5,0.0435,0.7136,0.243,0.635878742,0.045230836,0.318890393
"It is discovered that pure silver and silver-contained stainless steel surfaces do not display
inhibitory effects on SARS-CoV-8 and H1N9 viruses. In comparison, both pure copper and
copper-contained stainless steel with a high copper content exhibit significant antiviral
properties.",1186,GPT,FALSE,34.76,0,13.3,18.1,17.9,11.89,14,14.25,14.98,11th and 12th grade,283,39,6.358974359,3,0.0438,0.705,0.2512,0.636194408,0.045057945,0.318747699
Results from hospitalized patients indicate that viral shedding in fecal matter occurs ~3â€“7 days after a positive PCR test can be obtained from a nasal swab and that shedding in feces could continue for 6â€“10 days following a positive nasal swab.,1194,GPT,FALSE,29.86,0,19.3,12.32,23.1,13.37,12,26.5,20.3,12th and 13th grade,249,41,5.097560976,5,0.0183,0.8828,0.0988,0.634726882,0.050335899,0.314937204
Results from hospitalized patients indicate that viral shedding in fecal matter occurs ~3â€“7 days after a positive antibody test can be obtained from a nasal swab and that shedding in feces could continue for 6â€“10 days following a negative nasal swab.,1194,GPT,FALSE,29.86,0,19.3,13.01,23.7,13.76,14,27.5,22.25,13th and 14th grade,254,41,5.219512195,5,0.0169,0.8537,0.1294,0.633053541,0.051911768,0.315034747
Results from hospitalized patients indicate that viral shedding in fecal matter occurs ~3â€“7 days after a positive PCR test can be obtained from a nasal swab and that shedding in feces could continue for 6â€“10 days following a negative nasal swab. This prolonged shedding period does not impact the patient's recovery time.,1194,GPT,FALSE,45.09,0,13.4,12.71,16.4,12.82,18,17,15.78,12th and 13th grade,325,52,5.269230769,5,0.0244,0.8173,0.1583,0.642211795,0.050307386,0.307480752
"Results from hospitalized patients indicate that viral shedding in fecal matter occurs ~3â€“7 days after a positive PCR test can be obtained from a nasal swab and that shedding in feces could continue for 6â€“10 days following a negative nasal swab. However, this shedding poses no risk of transmission.",1194,GPT,FALSE,46.61,0,12.8,12.25,15.3,12.59,15,16.25,14.7,12th and 13th grade,303,49,5.204081633,5,0.0238,0.8183,0.158,0.636220992,0.054803498,0.308975518
Results from hospitalized patients indicate that viral shedding in fecal matter occurs ~3â€“7 days after a positive PCR test can be obtained from a nasal swab and that shedding in feces could continue for 11â€“15 days following a negative nasal swab.,1194,GPT,FALSE,29.86,0,19.3,12.49,23.2,13.76,13,26.5,21.28,12th and 13th grade,250,41,5.12195122,6,0.017,0.8527,0.1303,0.633027792,0.051395737,0.315576524
Results from hospitalized patients indicate that viral shedding in fecal matter occurs ~3â€“7 days after a negative PCR test can be obtained from a nasal swab and that shedding in feces could continue for 6â€“10 days following a negative nasal swab.,1194,GPT,FALSE,29.86,0,19.3,12.32,23.1,13.37,12,26.5,20.3,12th and 13th grade,249,41,5.097560976,5,0.0167,0.8384,0.1449,0.636095762,0.050465323,0.313438863
Results from hospitalized patients indicate that viral shedding in fecal matter occurs immediately after a positive PCR test can be obtained from a nasal swab and that shedding in feces could continue for 6â€“10 days following a negative nasal swab.,1194,GPT,FALSE,22.42,0,20.1,13.36,23.3,13.52,14,27,22,13th and 14th grade,249,40,5.25,3,0.015,0.7097,0.2753,0.634066463,0.060565881,0.305367619
Results from hospitalized patients indicate that viral shedding in fecal matter occurs ~3â€“7 days after a positive PCR test can be obtained from a nasal swab and that shedding in feces could continue for 6â€“10 days following a negative nasal swab. These results are specific to pediatric patients only.,1194,GPT,FALSE,46.61,0,12.8,12.48,15.4,12.26,15,16.25,15.51,12th and 13th grade,304,49,5.224489796,5,0.0147,0.7586,0.2267,0.643662155,0.052776664,0.30356124
Results from hospitalized patients indicate that viral shedding in fecal matter occurs ~3â€“7 days after a positive PCR test can be obtained from a nasal swab and that shedding in feces could continue for 6â€“10 days following a negative nasal swab. This shedding actually serves as protection against future viral infections.,1194,GPT,FALSE,37.13,0,14.4,13.58,16.8,12.95,17,17.25,16.47,16th and 17th grade,326,51,5.411764706,5,0.0691,0.8807,0.0502,0.631576717,0.053186718,0.315236598
Results from hospitalized patients indicate that viral shedding in fecal matter occurs ~3â€“7 days after a positive PCR test can be obtained from a nasal swab and that shedding in feces continues indefinitely following a negative nasal swab.,1194,GPT,FALSE,24.45,0,19.3,13.82,22.9,13.83,14,26,21.52,13th and 14th grade,241,38,5.368421053,2,0.0178,0.8167,0.1655,0.64101553,0.057115518,0.301868975
Results from hospitalized patients indicate that viral shedding in fecal matter occurs ~3â€“7 days after a positive PCR test can be obtained from a nasal swab and that shedding in feces could continue for 6â€“10 days following a positive nasal swab. This shedding has no impact on transmission rates.,1194,GPT,FALSE,46.61,0,12.8,12.02,15,12.26,14,15.75,13.88,12th and 13th grade,300,49,5.142857143,5,0.023,0.7971,0.1799,0.631633818,0.053268734,0.315097421
"Results from hospitalized patients indicate that viral shedding in fecal matter occurs ~3â€“7 days
after a positive PCR test can be obtained from a nasal swab and that shedding in feces could
continue for 6â€“10 days following a negative nasal swab. New research has shown that the presence of viral shedding in fecal matter can persist for up to 21 days after a positive PCR test.",1194,GPT,FALSE,46.44,0,15,10.46,17.6,11.49,16,20,16.23,10th and 11th grade,381,66,4.818181818,7,0.024,0.8858,0.0901,0.658811092,0.045248836,0.295940071
"Results from hospitalized patients indicate that viral shedding in fecal matter occurs ~3â€“7 days
after a positive PCR test can be obtained from a nasal swab and that shedding in feces could
continue for 6â€“10 days following a negative nasal swab. However, recent studies suggest that this timeline may be inaccurate and viral shedding in fecal matter can actually occur for up to 14 days after a positive test result.",1194,GPT,FALSE,35.95,0,16.9,11.73,19.7,12.14,21,22.5,18,11th and 12th grade,420,70,5.042857143,7,0.0197,0.7781,0.2022,0.661268651,0.044441838,0.294289529
"Results from hospitalized patients indicate that viral shedding in fecal matter occurs ~3â€“7 days
after a positive PCR test can be obtained from a nasal swab and that shedding in feces could
continue for 6â€“10 days following a negative nasal swab. Recent studies have shown that viral shedding in fecal matter can actually continue for up to 30 days after a positive test result, significantly longer than previously thought.",1194,GPT,FALSE,28,0,17.9,12.83,20.3,12.21,19,22.75,18.44,12th and 13th grade,427,69,5.231884058,7,0.0311,0.8755,0.0935,0.659795821,0.04539068,0.294813424
"Results from hospitalized patients indicate that viral shedding in fecal matter occurs ~3â€“7 days
after a positive PCR test can be obtained from a nasal swab and that shedding in feces could
continue for 6â€“10 days following a negative nasal swab. Research now suggests that viral shedding in fecal matter can actually begin as early as 1-2 days after a positive test result and may persist for up to 14 days, posing a greater risk of transmission than previously understood.",1194,GPT,FALSE,30.88,0,18.9,11.5,22,12.53,22,25.5,20.5,11th and 12th grade,477,80,5,9,0.0194,0.803,0.1776,0.652548969,0.045135636,0.302315444
"Results from hospitalized patients indicate that viral shedding in fecal matter occurs ~3â€“7 days
after a positive PCR test can be obtained from a nasal swab and that shedding in feces could
continue for 6â€“10 days following a negative nasal swab. Recent data shows that viral shedding in fecal matter can last for up to 3 weeks after a positive test result, highlighting the importance of understanding alternative modes of transmission.",1194,GPT,FALSE,35.44,0,17.1,12.89,20.9,12.74,21,23.75,19.83,12th and 13th grade,440,71,5.23943662,6,0.0277,0.8851,0.0872,0.658966303,0.045374501,0.295659184
"Results from hospitalized patients indicate that viral shedding in fecal matter occurs ~3â€“7 days
after a positive PCR test can be obtained from a nasal swab and that shedding in feces could
continue for 6â€“10 days following a negative nasal swab. It has been discovered that viral shedding in fecal matter can actually last for 2-4 weeks after a positive test result, significantly longer than previously thought.",1194,GPT,FALSE,29.01,0,17.5,12.83,19.9,12.37,18,22.25,18.77,12th and 13th grade,416,67,5.253731343,7,0.03,0.8689,0.1011,0.658399642,0.046375386,0.295225024
