Statement,ID,Origin,Validity,True_fleshes,True_smog_index,True_flesch_kincaid_grade,True_coleman_liau_index,True_automated_readability_index,True_dale_chall_readability_score,True_difficult_words,True_linsear_write_formula,True_gunning_fog,True_text_standard,Characters,Words,Word_Length,Number_Count,Positive_Sentiment,Neutral_Sentiment,Negative_Sentiment,Positive_Stance,Negative_Stance,Neutral_Stance
Results from hospitalized patients indicate that viral shedding in fecal matter occurs ~3-7 days after a positive PCR test can be obtained from an anal swab and that shedding in feces could continue for 6-10 days following a negative nasal swab.,1194,Human,FALSE,29.86,0,19.3,12.03,22.6,14.14,13,26.5,21.28,12th and 13th grade,245,41,5,5,0.015,0.8554,0.1295,0.640121222,0.058657523,0.301221311
Results from non-hospitalized patients indicate that viral shedding in fecal matter occurs ~3-7 days after a positive PCR test can be obtained from a nasal swab and that shedding in feces could continue for 6-10 days following a negative nasal swab.,1194,Human,FALSE,29.86,0,19.3,12.49,23.1,14.14,13,26.5,21.28,12th and 13th grade,249,41,5.097560976,5,0.0169,0.8821,0.101,0.639606774,0.05650413,0.303889126
Results from hospitalized patients indicate that viral shedding in fecal matter occurs ~3-7 days after a patient is infected and that shedding in feces could continue for 6-10 days following a negative nasal swab.,1194,Human,FALSE,28.51,0,17.7,13.36,20.5,14.61,13,23,19.48,17th and 18th grade,213,34,5.294117647,5,0.0134,0.7548,0.2318,0.639152765,0.061473284,0.299373925
Results from hospitalized patients indicate that blood found in fecal matter occurs ~3-7 days after a positive PCR test can be obtained from a nasal swab and that blood found in feces could continue for 6-10 days following a negative nasal swab,1194,Human,FALSE,37.31,0,18.5,11.22,22.3,12.86,11,27,21.56,21st and 22nd grade,244,42,4.833333333,5,0.0237,0.924,0.0523,0.633825243,0.057193566,0.30898115
Results from hospitalized patients indicate that internal bleeding in fecal matter occurs ~3-7 days after a negative PCR test can be obtained from a nasal swab and that shedding in feces could continue for 6-10 days following a negative nasal swab,1194,Human,FALSE,29.86,0,19.3,12.49,22.9,13.76,13,27.5,21.28,12th and 13th grade,247,41,5.048780488,5,0.0155,0.8022,0.1823,0.639190257,0.055165738,0.305644065
Results from hospitalized patients indicate that viral shedding in fecal matter does not occur for ~3-7 days after a negative PCR test can be obtained from a nasal swab and that shedding in feces could occur 6-10 days following a positive nasal swab.,1194,Human,FALSE,36.29,0,18.9,11.1,22.9,13.11,12,26.5,20.92,18th and 19th grade,250,43,4.837209302,5,0.0296,0.8906,0.0798,0.636257291,0.055126593,0.308616102
Results from hospitalized patients indicate that viral shedding in fecal matter does not occur for ~3-7 days after a positve PCR test can be obtained from a nasal swab and that shedding in feces could continue 6-10 days following a negative nasal swab.,1194,Human,FALSE,36.29,0,18.9,11.39,23.1,13.48,12,26.5,20.92,18th and 19th grade,252,43,4.88372093,5,0.0287,0.8738,0.0975,0.63508606,0.054547455,0.310366511
Results from hospitalized patients indicate that viral shedding in fecal matter occurs ~3-7 days after a positive PCR test can be obtained from a anal swab and that shedding in feces could continue for 6-10 days following a negative nasal swab.,1194,Human,FALSE,29.86,0,19.3,11.91,22.5,14.14,13,26.5,21.28,-1th and 0th grade,244,41,4.975609756,5,0.0152,0.8548,0.13,0.640897989,0.058274217,0.300827801
Results from at home volunteers indicate that viral shedding in fecal matter occurs ~3-7 days after a positive PCR test can be obtained from a nasal swab and that shedding in feces could continue for 6-10 days following a negative nasal swab.,1194,Human,FALSE,37.31,0,18.5,10.81,22.1,13.24,12,27,21.56,21st and 22nd grade,242,42,4.785714286,5,0.017,0.8928,0.0901,0.626687706,0.065395981,0.307916284
COVID-19 patients with asthma have a significant mortality rate regardless of country.,1195,Human,FALSE,33.92,0,11.5,17.1,14,13.44,5,8,14.8,11th and 12th grade,86,12,6.25,2,0.0148,0.3277,0.6576,0.693688035,0.149000451,0.157311484
"If you have asthma and contract COVID-19, you will die.",1195,Human,FALSE,95.17,0,2.5,6.18,5.2,10.45,2,4,4,3rd and 4th grade,55,10,4.6,2,0.0117,0.1092,0.8792,0.632965684,0.172853634,0.194180638
"COVID-19 patients with asthma had a significantly increased risk for re-infection in Asia, but not in Europe, North America, and South America.",1195,Human,FALSE,40.69,0,13.1,13.29,15.7,12.62,6,15,12.44,12th and 13th grade,143,22,5.545454545,2,0.0217,0.5917,0.3866,0.69327271,0.112293713,0.194433585
"COVID-19 patients with eczema had a significantly increased risk for mortality in Asia, but not in Europe, North America, and South America.",1195,Human,FALSE,49.15,0,11.9,12.76,15.1,11.9,5,15,12.44,11th and 12th grade,140,22,5.409090909,2,0.0208,0.5732,0.406,0.66730994,0.156275958,0.176414102
"COVID-19 patients with asthma no significantly increased risk for mortality in Asia, unlike in Europe, North America, and South America.",1195,Human,FALSE,34.26,0,13.5,15.2,16.1,13.31,7,14,12,13th and 14th grade,136,20,5.85,2,0.0639,0.7806,0.1555,0.66410929,0.117201269,0.218689471
"COVID-19 patients with asthma had no significantly increased risk for mortality in Asia, but did in Europe, North America, and South America.",1195,Human,FALSE,40.69,0,13.1,13.05,15.2,11.9,6,15,12.44,12th and 13th grade,141,22,5.454545455,2,0.0702,0.8085,0.1213,0.678389907,0.121993288,0.199616805
"Based on the available data, COVID-19 patients with asthma were found to have a statistically significant increased risk for mortality in Asia, while the association between asthma and mortality was not consistently observed in Europe, North America, and South America.",1195,Human,FALSE,13.96,0,21.3,15.79,25.7,12.33,12,28,21,20th and 21st grade,269,40,5.75,2,0.0172,0.6011,0.3817,0.658931077,0.077895567,0.263173312
"COVID-19 patients with asthma had a significantly increased risk for mortality in Asia, but not in Europe, North America, and South America, based on the findings of a peer-reviewed study published in a reputable medical journal.",1195,Human,FALSE,34.94,0,17.3,13.41,22,13.32,12,24,17.73,17th and 18th grade,229,36,5.388888889,2,0.026,0.7193,0.2548,0.642707109,0.085350968,0.27194199
"COVID-19 patients with asthma had a significantly increased risk for mortality in Asia, Europe, North America, but not South America.",1195,Human,FALSE,34.26,0,13.5,14.33,15.4,12.52,6,14,12,13th and 14th grade,133,20,5.7,2,0.0204,0.5131,0.4664,0.682568848,0.12948285,0.187948301
"COVID-19 patients with asthma had no noticeable risk for mortality in Asia, Europe, North America, and South America.",1195,Human,FALSE,44.75,0,11.5,13.05,13.8,12.42,5,13,11.64,11th and 12th grade,117,18,5.555555556,2,0.0849,0.8266,0.0885,0.654090405,0.143806159,0.202103406
"COVID-19 patients with diabetes had a significantly increased risk for mortality in Asia, but not in Europe, North America, and South America.",1195,Human,FALSE,40.69,0,13.1,13.29,15.5,11.9,6,16,14.25,15th and 16th grade,142,22,5.5,2,0.0256,0.6282,0.3462,0.65355134,0.158958212,0.187490433
"COVID-19 patients with asthma had a significantly increased risk for mortality in Asia, but not in Asia.",1195,Human,FALSE,54.22,0,9.9,11.42,11.5,12.84,5,10.5,11.51,11th and 12th grade,104,17,5.176470588,2,0.0196,0.5304,0.45,0.718576133,0.123447388,0.157976508
"COVID-19 patients with asthma had a minor risk for mortality in neither Asia, Europe, North America, or South America.",1195,Human,FALSE,52.19,0,10.7,11.72,12.8,12.06,5,12.5,9.71,12th and 13th grade,118,19,5.263157895,2,0.0209,0.5296,0.4494,0.661544621,0.105720229,0.232735127
"COVID-19 patients with asthma had no risk for death in Asia, but not in Europe, North America, and South America.",1195,Human,FALSE,68.1,0,8.7,8.53,10.7,10.16,3,12,8,8th and 9th grade,113,20,4.7,2,0.0638,0.732,0.2041,0.637152255,0.144552425,0.218295291
"COVID-19 patients with asthma had a significantly increased risk for mortality, regardless of location.",1195,Human,FALSE,23.43,0,13.5,18.15,15.9,15.61,7,11,17.03,15th and 16th grade,103,14,6.428571429,2,0.0158,0.4066,0.5776,0.723339677,0.121923439,0.154736862
"COVID-19 patients had a significantly increased risk for mortality in Asia, but not in Europe, North America, and South America.",1195,Human,FALSE,42.72,0,12.3,12.88,14.2,11.73,5,14,12,11th and 12th grade,128,20,5.45,2,0.0221,0.6041,0.3738,0.671212256,0.131060854,0.197726876
COVID-19 patients with asthma did not have an increased risk for mortality in the Americas.,1195,Human,FALSE,56.25,0,9.1,11.13,10.2,12.8,5,8.5,11.33,8th and 9th grade,91,15,5.133333333,2,0.0481,0.7903,0.1616,0.719444513,0.110828117,0.169727355
Asia was the only continent with increased mortality rates of COVID-19 patients with asthma.,1195,Human,FALSE,57.27,0,8.8,14.03,12.1,14.48,5,8,11.31,8th and 9th grade,92,14,5.642857143,2,0.0147,0.3207,0.6646,0.689154267,0.121043399,0.189802274
"COVID-19 patients with asthma had a significantly increased risk for mortality in Asia, but not in Europe, North America, and South America.",1195,Human,FALSE,40.69,0,13.1,12.76,15.1,11.9,6,15,12.44,12th and 13th grade,140,22,5.409090909,2,0.0226,0.5766,0.4008,0.684019089,0.126049042,0.18993187
"COVID-19 patients with asthma had a risk increase for morality in Asia, but not in Europe, North America, and South America.",1195,Human,FALSE,58.62,0,10.3,10.04,12.4,11.45,5,13.5,10.3,9th and 10th grade,124,21,4.952380952,2,0.0268,0.6981,0.2751,0.644358277,0.147218853,0.208422855
"The evaluation results show high diagnosis accuracy, from 95% to 100%. The proposed method for early detection and classification of COVID-19 through image processing using X-ray images is proven to be usable since it provides an end-to-end structure without the need for manual feature extraction and manual selection methods.",1199,Human,FALSE,29.69,0,15.2,14.97,17.6,13.23,19,17.25,17.15,17th and 18th grade,327,49,5.693877551,7,0.8326,0.1618,0.0055,0.62634778,0.089704514,0.283947676
"The evaluation results show high diagnosis accuracy, from 89% to 99%. The proposed method for early detection and classification of COVID-19 through image processing using Shutterstock images is proven to be usable since it provides an end-to-end structure without the need for manual feature extraction and manual selection methods.",1199,Human,FALSE,29.69,0,15.2,15.79,18.2,13.23,20,17.75,17.96,17th and 18th grade,333,49,5.816326531,6,0.7903,0.2031,0.0066,0.631138504,0.091814987,0.277046502
"The evaluation results reveal an impressive degree of precision in diagnosis, ranging from 89% to 99%. Through cutting-edge image processing techniques utilizing X-ray images, the proposed method has demonstrated its efficacy in early detection and classification of COVID-19. This approach boasts an end-to-end architecture that eliminates the need for manual feature extraction or manual selection methods, establishing its reliability and efficiency.",1199,Human,FALSE,17.03,17.5,15.9,18.85,19.1,13.96,29,16.5,19.92,18th and 19th grade,453,61,6.442622951,6,0.889,0.1061,0.0049,0.632470548,0.079632208,0.287897259
"The evaluation results show high diagnosis accuracy, from 99% to 100%. The proposed method for early detection and classification of COVID-19 through image processing using X-ray images is proven to be usable since it provides an end-to-end structure without the need for manual feature extraction and manual selection methods.",1199,Human,FALSE,29.69,0,15.2,14.97,17.6,13.23,19,17.25,17.15,17th and 18th grade,327,49,5.693877551,7,0.8227,0.1716,0.0057,0.630597532,0.088093624,0.28130883
"The evaluation results show high diagnosis accuracy, from 91% to 99%. The proposed method for early detection and classification of COVID-19 through image processing using X-ray images is proven to be usable since it provides an end-to-end structure without the need for manual feature extraction and manual selection methods.",1199,Human,FALSE,29.69,0,15.2,14.86,17.5,13.23,19,17.25,17.15,17th and 18th grade,326,49,5.673469388,6,0.801,0.193,0.0059,0.632725716,0.091841988,0.275432289
"The evaluation results show high diagnosis accuracy, from 89% to 99%. The proposed method for early detection and classification of COVID-19 through image processing using X-ray images is proven to be usable since it provides an end-to-end structure with the need for manual feature extraction and manual selection methods.",1199,Human,FALSE,29.69,0,15.2,14.51,17.2,13.23,19,17.25,17.15,14th and 15th grade,323,49,5.612244898,6,0.7949,0.1991,0.006,0.633007824,0.091574878,0.275417298
"The evaluation results show low diagnosis accuracy, from 89% to 99%. The proposed method for early detection and classification of COVID-19 through image processing using X-ray images is proven to be usable since it provides an end-to-end structure without the need for manual feature extraction and manual selection methods.",1199,Human,FALSE,29.69,0,15.2,14.74,17.4,13.23,19,17.25,17.15,14th and 15th grade,325,49,5.653061224,6,0.0668,0.6802,0.253,0.637979448,0.093252905,0.268767625
"The evaluation results show high diagnosis accuracy, from .05% to 1%. The proposed method for early detection and classification of COVID-19 through image processing using X-ray images hs not been proven to be usable since it provides an end-to-end structure without the need for manual feature extraction and manual selection methods.",1199,Human,FALSE,45.76,13.6,11.1,13.69,13.4,12.84,19,11.833333333333334,13.86,13th and 14th grade,335,51,5.588235294,5,0.162,0.7288,0.1092,0.624792218,0.093919389,0.281288356
"The evaluation results show high diagnosis accuracy, from 89% to 99%. The proposed method for early detection and classification of COVID-19 through image processing using X-ray images is proven to be usable since it provides an end-to-end structure without the need for automatic feature extraction and manual selection methods.",1199,Human,FALSE,29.69,0,15.2,15.21,17.8,13.55,20,17.25,17.96,17th and 18th grade,329,49,5.734693878,6,0.8045,0.1895,0.006,0.633118093,0.09301611,0.273865819
"The evaluation results show low diagnosis accuracy, from 89% to 99%. The proposed method for early detection and classification of COVID-19 through image processing using X-ray images is proven to be usable since it provides an end-to-end structure without the need for manual feature extraction and manual selection methods.",1199,Human,FALSE,29.69,0,15.2,14.74,17.4,13.23,19,17.25,17.15,14th and 15th grade,325,49,5.653061224,6,0.0668,0.6802,0.253,0.637979448,0.093252905,0.268767625
The proposed method for early detection and classification of COVID-19 through image processing using MRI imaging is proven to be usable since it provides an end-to-end structure without the need for manual feature extraction and manual selection methods.,1199,Human,FALSE,24.45,0,19.3,15.97,24.6,13.83,15,26,21.52,-1th and 0th grade,255,38,5.736842105,2,0.5161,0.4741,0.0099,0.626912236,0.065203771,0.307883978
"The evaluation results show high diagnosis accuracy, from 0% to 9%.",1199,Human,FALSE,34.93,0,11.1,9.49,8.5,12.79,4,7.5,15.31,8th and 9th grade,67,11,5.181818182,2,0.6532,0.3381,0.0087,0.67733103,0.12062373,0.202045247
"The evaluation results show low diagnosis accuracy, from 89% to 59%. The proposed method for early detection and classification of COVID-19 through image processing using X-ray images is proven to be usable since it provides an end-to-end structure without the need for manual feature extraction and manual selection methods",1199,Human,FALSE,29.69,0,15.2,14.74,17.3,13.23,19,17.25,17.15,14th and 15th grade,324,49,5.632653061,6,0.0613,0.6482,0.2905,0.63484937,0.095657684,0.269492954
"The evaluation results show low diagnosis accuracy, from 89% to 99%. The proposed method for early detection and classification of COVID-19 through image processing using X-ray images is proven to be usable since it provides an end-to-end structure without the need for manual feature extraction and manual selection methods",1199,Human,FALSE,29.69,0,15.2,14.74,17.3,13.23,19,17.25,17.15,14th and 15th grade,324,49,5.632653061,6,0.06,0.6313,0.3086,0.635190248,0.094593257,0.270216465
"The evaluation results show early diagnosis accuracy, from 89% to 99%. The proposed method for early detection and classification of COVID-19 through image processing using X-ray images is proven to be usable since it provides an end-to-end structure without the need for manual feature extraction and manual selection methods.",1199,Human,FALSE,29.69,0,15.2,14.97,17.6,13.23,19,17.25,17.15,17th and 18th grade,327,49,5.693877551,6,0.7044,0.2885,0.0072,0.640213966,0.090605937,0.269180119
"The evaluation results show high diagnosis accuracy, from 89% to 99%. The proposed method for late detection and classification of COVID-19 through image processing using X-ray images is proven to be usable since it provides an end-to-end structure without the need for manual feature extraction and manual selection methods.",1199,Human,FALSE,29.69,0,15.2,14.74,17.4,13.23,19,17.25,17.15,14th and 15th grade,325,49,5.653061224,6,0.7897,0.2038,0.0065,0.629823864,0.09212739,0.278048813
"The evaluation results show moderate diagnosis accuracy, from 59% to 69%. The proposed method for early detection and classification of COVID-19 through image processing using X-ray images is proven to be usable since it provides an end-to-end structure without the need for manual feature extraction and manual selection methods.",1199,Human,FALSE,29.69,0,15.2,15.32,17.9,13.55,20,17.75,17.96,17th and 18th grade,330,49,5.755102041,6,0.3252,0.6522,0.0227,0.636779785,0.089819007,0.273401231
"The evaluation results show low diagnosis accuracy, from 39% to 79%. The proposed method for early detection and classification of COVID-19 through image processing using X-ray images is proven to be usable since it provides an end-to-end structure without the need for manual feature extraction and manual selection methods.",1199,Human,FALSE,29.69,0,15.2,14.74,17.4,13.23,19,17.25,17.15,14th and 15th grade,325,49,5.653061224,6,0.0686,0.6933,0.2381,0.638914168,0.093167342,0.267918557
"The evaluation of a method for early detection and classification of COVID-19 using X-ray images showed moderate accuracy, ranging from 80% to 95%. This method is considered useful because it provides an end-to-end structure that eliminates the need for manual feature extraction and manual selection methods, making it more efficient.",1199,Human,FALSE,29.18,0,15.4,15.03,18,12.77,18,18.5,18.8,18th and 19th grade,335,50,5.72,6,0.6559,0.3331,0.011,0.651001692,0.07769534,0.271302968
"The evaluation of a method for early detection and classification of COVID-19 using X-ray images showed low accuracy, ranging from 20% to 35%. This method is considered ineffective because it requires extensive manual feature extraction and manual selection methods, making it inefficient.",1199,Human,FALSE,24.78,0,15,15.84,16.9,13.7,17,16.5,18.88,16th and 17th grade,289,42,5.904761905,6,0.0069,0.1634,0.8297,0.691761792,0.077707715,0.230530515
"A need for mechanical ventilation occurred in 31% of the anakinra-treated group and 75% of the control group.
band. Successful weaning from supplemental oxygen was achieved in 63% of anakinra-treated subjects.
group compared to 27% of the control group.",1012,Translated,TRUE,58.28,11.2,8.4,12.34,11,11.16,12,7.5,9.3,10th and 11th grade,253,39,5.564102564,8,0.1224,0.8177,0.06,0.76689899,0.090061747,0.143039197
"Mechanical ventilation was required in 31% of patients treated with anakinra and 75% of the control group. 63% of patients treated with anakinra were successfully weaned from oxygen, compared with 27% of the control group.",1012,Translated,TRUE,53.71,0,10.1,12.41,12.6,11.27,10,10.25,10.43,9th and 10th grade,222,35,5.371428571,8,0.1924,0.7932,0.0145,0.736101687,0.094069794,0.169828624
"In the anakinra group, 31% required mechanical ventilation, compared with 75% in the control group.
Group. 63% of patients treated with anakinra achieved oxygen supplementation.
Group compared with 27% in the control group.",1012,Translated,TRUE,60.31,8.8,7.6,13.32,11.3,11.36,10,5.5,8.04,7th and 8th grade,223,33,5.848484848,8,0.07,0.8838,0.0462,0.705106974,0.10627611,0.188617021
"The need for mechanical ventilation occurred in 31% of the anakinra group and in 75% of the control group.
group. Successful weaning from supplemental oxygen was achieved in 63% of patients treated with anakinra
group compared to 27% of the control group.",1012,Translated,TRUE,58.62,0,10.3,11.31,13.1,11.07,12,12.5,12.21,12th and 13th grade,255,42,5.142857143,8,0.1624,0.7899,0.0477,0.779892564,0.089814231,0.130293101
"Mechanical ventilation was required in 31% of patients treated with anakinra and 75% of the control group. 63% of patients treated with anakinra were successfully weaned off oxygen, compared with 27% of the control group.",1012,Translated,TRUE,53.71,0,10.1,12.24,12.5,11.27,10,10.25,10.43,9th and 10th grade,221,35,5.342857143,8,0.1748,0.8091,0.016,0.734229326,0.093810178,0.171960562
"Mechanical ventilation was required in 31% of patients in the anakinra group and 75% in the control group.
group. 63% of patients treated with anakinra achieved successful oxygen supplementation.
The group was compared to 27% of the control group.",1012,Translated,TRUE,58.28,9.7,8.4,11.7,10.3,10.76,11,6.833333333333333,9.3,9th and 10th grade,247,39,5.41025641,8,0.1458,0.8325,0.0218,0.740291774,0.106061295,0.153647006
"The need for mechanical ventilation occurred in 31% of the anakinra-treated group and 75% of the control group
group. Successful withdrawal from supplemental oxygen was achieved in 63% of patients treated with anakinra
group compared to 27% of the control group.",1012,Translated,TRUE,50.67,0,11.3,13.11,14.3,11.2,12,13.25,13.08,13th and 14th grade,262,41,5.463414634,8,0.1555,0.8103,0.0342,0.777313948,0.091064036,0.131622046
"Mechanical ventilation was required in 31% of the anakinra-treated group and 75% of the control
club. Successful weaning from supplemental oxygen was achieved in 63% of patients treated with anakinra
compared to 27% of the control group.",1012,Translated,TRUE,52.7,0,10.5,13.11,13.4,11.81,12,11.75,11.72,11th and 12th grade,237,37,5.486486486,8,0.3005,0.6851,0.0144,0.76197356,0.091377616,0.146648869
"A need for mechanical ventilation occurred in 31% of the anakinra-treated group and 75% of the control
group. Successful weaning from supplemental oxygen was achieved in 63% of anakinra-treated
group compared to 27% of the control group.",1012,Translated,TRUE,52.7,0,10.5,13,13.4,11.38,11,12.25,11.72,12th and 13th grade,237,37,5.486486486,8,0.2176,0.7488,0.0336,0.782995462,0.088548295,0.12845619
Mechanical ventilation was required in 31% of patients treated with anakinra and 75% of the control group. 63% of patients treated with anakinra were successfully weaned from oxygen compared to 27% of the control group.,1012,Translated,TRUE,53.71,0,10.1,12.06,12.2,11.27,10,10.25,10.43,9th and 10th grade,219,35,5.285714286,8,0.1815,0.8031,0.0154,0.734002113,0.096199334,0.169798523
"Mechanical ventilation was required in 31% of the anakinra-treated group and 75% of the control
Club. Successful weaning from supplemental oxygen was achieved in 63% of patients treated with anakinra
compared to 27% of the control group.",1012,Translated,TRUE,52.7,0,10.5,13.11,13.4,11.81,12,11.75,11.72,11th and 12th grade,237,37,5.486486486,8,0.2641,0.72,0.0159,0.76197356,0.091377616,0.146648869
Mechanical ventilation was required in 31% of the anakinra-treated group and 75% of the control group. Successful weaning from supplemental oxygen was achieved in 63% of patients treated with anakinra-treated group compared with 27% of the control group.,1012,Translated,TRUE,43.73,0,11.9,14.62,15,11.64,12,12.5,11.81,11th and 12th grade,254,38,5.710526316,8,0.4018,0.5879,0.0103,0.766692758,0.093171448,0.14013581
"The need for mechanical ventilation occurred in 31% of the anakinra-treated group and 75% of the control group
group. Successful weaning from supplemental oxygen was achieved in 63% of patients treated with anakinra
group compared to 27% of the control group.",1012,Translated,TRUE,50.67,0,11.3,12.71,14,11.2,12,12.75,12.1,12th and 13th grade,259,41,5.390243902,8,0.2095,0.7629,0.0276,0.787917733,0.086679593,0.125402629
"Mechanical ventilation was required in 31% of the anakinra-treated group and 75% of the control group
The club. Successful weaning from supplemental oxygen was achieved in 63% of patients treated with anakinra
Compared to 27% of the control group.",1012,Translated,TRUE,51.68,0,10.9,12.76,13.6,11.49,12,12.25,11.9,11th and 12th grade,247,39,5.41025641,8,0.333,0.6541,0.0129,0.759031773,0.091119237,0.149849072
"Mechanical ventilation was required in 31% of anakinra-treated patients and 75% in the control group. Sixty-three percent of patients treated with anakinra were successfully weaned off oxygen, compared with 27% in the control group.",1012,Translated,TRUE,45.76,0,11.1,15.02,14.6,11.45,11,10.5,10.33,10th and 11th grade,232,34,5.852941176,6,0.1897,0.796,0.0143,0.732194304,0.087780312,0.180025369
"Mechanical ventilation was required in 31% of anakinra-treated patients and 75% of controls. Sixty-three percent of patients treated with anakinra were successfully taken off oxygen, compared with 27% in the control group.",1012,Translated,TRUE,38.32,0,11.9,15.6,14.7,11.83,12,9,10.15,11th and 12th grade,222,32,5.96875,6,0.1834,0.8024,0.0143,0.712769806,0.091670193,0.195559978
Mechanical ventilation was required in 31% of anakinra-treated patients and 75% in the control group. Sixty-three percent of patients treated with anakinra were successfully weaned from oxygen compared with 27% in the control group.,1012,Translated,TRUE,45.76,0,11.1,15.19,14.6,11.45,11,10.5,10.33,10th and 11th grade,232,34,5.852941176,6,0.1781,0.808,0.0139,0.730200171,0.089443363,0.180356428
"Mechanical ventilation was required in 31% of patients treated with anakinra and in 75% of the control group. 63% of patients treated with anakinra were successfully weaned from oxygen, compared with 27% of the control group.",1012,Translated,TRUE,53.21,0,10.3,11.89,12.4,11.11,10,10.5,10.53,10th and 11th grade,225,36,5.277777778,8,0.1962,0.7895,0.0143,0.736573696,0.092256598,0.171169683
"Mechanical ventilation was required in 31% of patients in the anakinra group and 75% in the control group.
Group. 63% of patients treated with anakinra achieved successful oxygen supplementation.
This group was compared to a 27% control group.",1012,Translated,TRUE,58.58,9.7,8.2,12.05,10.4,10.91,11,6.666666666666667,9.29,9th and 10th grade,243,38,5.473684211,8,0.1036,0.8709,0.0256,0.740087867,0.105111957,0.154800177
"Many people who are infected with the virus do not have any clinical symptoms; current
Estimates suggest that around 30% of people who have SARS-CoV-2 antibodies in their blood are
asymptomatic. These people carry the virus and potentially transmit it to other people, who may react with
severe COVID-19 illness.",1021,Translated,TRUE,54.56,0,11.9,12.6,15.8,11.19,13,15.5,14.8,15th and 16th grade,312,50,5.32,5,0.0133,0.3117,0.675,0.663411558,0.069810644,0.266777903
"Many people infected with the virus show no clinical symptoms. drift
Estimates show that about 30% of people who have SARS-CoV-2 antibodies in their blood are
asymptomatic. These people carry the virus and potentially spread it to others, who may react
severe disease COVID-19.",1021,Translated,TRUE,65.01,11.2,7.8,11.94,11,10.83,11,8.333333333333334,11.33,10th and 11th grade,277,44,5.386363636,5,0.012,0.2395,0.7485,0.645689368,0.07014896,0.284161597
"Many people infected with the virus have no clinical symptoms; the current one
it is estimated that about 30% of people have antibodies to SARS-CoV-2 in their blood.
asymptomatic. These individuals carry the virus and can spread it to others who may react to it
severe COVID-19 disease.",1021,Translated,TRUE,55.58,0,11.5,10.91,14,11.08,12,15,14.6,14th and 15th grade,286,48,5.041666667,5,0.0183,0.3438,0.638,0.672704101,0.049336419,0.277959526
"Many people infected with the virus do not have clinical symptoms; the current
It is estimated that around 30% of people have antibodies against SARS-CoV-2 in their blood.
asymptomatic. These people are carriers of the virus and can transmit it to others who may react to it.
severe COVID-19 disease.",1021,Translated,TRUE,62.98,11.2,8.6,10.5,10.5,10.78,13,10.333333333333334,11.48,10th and 11th grade,300,50,5.08,5,0.0167,0.2984,0.685,0.656750023,0.066545531,0.276704371
"Many people who are infected with the virus show no clinical symptoms; current
estimates suggest that about 30% of individuals who have antibodies to SARS-CoV-2 in their blood
asymptomatic. These individuals carry the virus and potentially transmit it to others who may react with it
severe disease of COVID-19.",1021,Translated,TRUE,38.15,0,14,13.29,16.1,11.94,15,16.25,15.51,15th and 16th grade,311,49,5.428571429,5,0.0142,0.3509,0.635,0.653903902,0.069420211,0.27667591
"Many people who are infected with the virus do not have any clinical symptoms; current
Estimates suggest that about 30% of people who have antibodies against SARS-CoV-2 in their blood are
asymptomatic. These people carry the virus and potentially transmit it to others, who may react with
severe COVID-19 disease.",1021,Translated,TRUE,54.56,0,11.9,12.71,15.9,11.51,14,15.5,14.8,11th and 12th grade,313,50,5.34,5,0.0133,0.3044,0.6823,0.662637055,0.066968754,0.270394236
"Many people infected with the virus do not show any clinical symptoms; current
estimates suggest that about 30% of individuals who have SARS-CoV-2 antibodies in their blood are
asymptomatic. These individuals carry the virus and potentially spread it to others, who may react with it
severe covid-19 disease.",1021,Translated,TRUE,47.12,0,12.7,13.58,16.2,11.74,14,16,15.43,15th and 16th grade,308,48,5.5,5,0.0104,0.2636,0.726,0.656053662,0.065070502,0.278875768
"Many people infected with the virus have no clinical symptoms; present
estimates suggest that about 30% of individuals who have SARS-CoV-2 antibodies in their blood are
asymptomatic. These individuals carry the virus and potentially spread it to others who may react
severe COVID-19 disease.",1021,Translated,TRUE,40.69,0,13.1,14.5,16.1,11.9,13,15,15.16,14th and 15th grade,291,44,5.704545455,5,0.0112,0.2798,0.7091,0.659081399,0.063685104,0.277233481
"Many people infected with the virus show no clinical symptoms. drift
estimates show that about 30% of people who have antibodies against SARS-CoV-2 in their blood
asymptomatic. These people carry the virus and potentially spread it to others who may react to it
severe disease of COVID-19.",1021,Translated,TRUE,64,11.2,8.2,11.54,10.8,10.46,11,8.833333333333334,11.39,10th and 11th grade,289,47,5.234042553,5,0.0121,0.2491,0.7388,0.644968152,0.066926114,0.288105756
"Many people infected with the virus have no clinical symptoms; current
estimates suggest that around 30% of people who have SARS-CoV-2 antibodies in their blood are
asymptomatic. These people carry the virus and can transmit it to others, who may react by
severe illness from COVID-19.",1021,Translated,TRUE,56.59,0,11.1,12.25,14.7,11.64,13,14,13.55,11th and 12th grade,285,46,5.282608696,5,0.0158,0.3664,0.6178,0.654694915,0.06977389,0.275531173
"Many people infected with the virus do not show any clinical symptoms; current
According to estimates, about 30% of people who have antibodies to SARS-CoV-2 in their blood,
asymptomatic. These people carry the virus and potentially spread it to others who may react
severe disease of COVID-19.",1021,Translated,TRUE,47.62,0,12.5,12.36,15.1,11.52,13,15.25,15.36,12th and 13th grade,293,47,5.319148936,5,0.0119,0.2688,0.7193,0.652180851,0.067296781,0.280522436
