Statement,ID,Origin,Validity,True_fleshes,True_smog_index,True_flesch_kincaid_grade,True_coleman_liau_index,True_automated_readability_index,True_dale_chall_readability_score,True_difficult_words,True_linsear_write_formula,True_gunning_fog,True_text_standard,Characters,Words,Word_Length,Number_Count,Positive_Sentiment,Neutral_Sentiment,Negative_Sentiment,Positive_Stance,Negative_Stance,Neutral_Stance
Results from hospitalized patients indicate that viral shedding in fecal matter occurs ~15â€“18 days after a positive PCR test can be obtained from a nasal swab and that shedding in feces could continue for 15â€“18 days following a negative nasal swab.,1194,Gemini,FALSE,29.86,0,19.3,12.72,23.4,12.99,13,26.5,21.28,12th and 13th grade,252,41,5.170731707,8,0.0161,0.835,0.149,0.635990322,0.051528208,0.312481463
Results from hospitalized patients indicate that viral shedding in fecal matter occurs ~1â€“2 days after a positive PCR test can be obtained from a nasal swab and that shedding in feces could continue for 1â€“2 days following a negative nasal swab.,1194,Gemini,FALSE,29.86,0,19.3,12.2,22.9,12.99,13,26.5,21.28,12th and 13th grade,248,41,5.073170732,4,0.0161,0.8301,0.1538,0.637370586,0.051434793,0.311194569
Results from hospitalized patients indicate that viral shedding in fecal matter occurs ~5â€“10 days after a positive PCR test can be obtained from a nasal swab and that shedding in feces could continue for 5â€“10 days following a negative nasal swab.,1194,Gemini,FALSE,29.86,0,19.3,12.49,23.2,12.99,13,26.5,21.28,12th and 13th grade,250,41,5.12195122,6,0.0169,0.8498,0.1333,0.635142207,0.0515639,0.313293904
Results from hospitalized patients indicate that viral shedding in fecal matter occurs ~12â€“15 days after a positive PCR test can be obtained from a nasal swab and that shedding in feces could continue for 12â€“15 days following a negative nasal swab.,1194,Gemini,FALSE,29.86,0,19.3,12.72,23.4,12.99,13,26.5,21.28,12th and 13th grade,252,41,5.170731707,8,0.0158,0.847,0.1372,0.636970282,0.050494179,0.312535614
Results from hospitalized patients indicate that viral shedding in fecal matter occurs ~7â€“10 days after a positive PCR test can be obtained from a nasal swab and that shedding in feces could continue for 7â€“10 days following a negative nasal swab.,1194,Gemini,FALSE,29.86,0,19.3,12.49,23.2,12.99,13,26.5,21.28,12th and 13th grade,250,41,5.12195122,6,0.0167,0.8491,0.1341,0.634596169,0.051368821,0.314034998
Results from hospitalized patients indicate that viral shedding in fecal matter occurs ~3â€“7 days after a positive PCR test can be obtained from a nasal swab and that shedding in feces could continue for 6â€“10 days following a negative nasal swab.,1194,Gemini,FALSE,29.86,0,19.3,12.32,23.1,13.76,13,26.5,21.28,12th and 13th grade,249,41,5.097560976,5,0.0171,0.8482,0.1347,0.634967446,0.050501667,0.31453082
Results from hospitalized patients indicate that viral shedding in fecal matter occurs ~1â€“3 days after a positive PCR test can be obtained from a nasal swab and that shedding in feces could continue for 1â€“3 days following a negative nasal swab.,1194,Gemini,FALSE,29.86,0,19.3,12.2,22.9,12.99,13,26.5,21.28,12th and 13th grade,248,41,5.073170732,4,0.0163,0.8442,0.1395,0.636158288,0.052161042,0.311680645
"Results from hospitalized patients indicate that viral shedding in fecal matter occurs ~2â€“5 days
after a positive PCR test can be obtained from a nasal swab and that shedding in feces could
continue for 4â€“8 days following a negative nasal swab.",1194,Gemini,FALSE,29.86,0,19.3,12.2,22.9,13.76,13,26.5,21.28,12th and 13th grade,248,41,5.12195122,4,0.0174,0.8484,0.1341,0.635930419,0.050496023,0.313573509
"Results from hospitalized patients indicate that viral shedding in fecal matter occurs ~14â€“18 days
after a positive PCR test can be obtained from a nasal swab and that shedding in feces could
continue for 18â€“22 days following a negative nasal swab.",1194,Gemini,FALSE,29.86,0,19.3,12.72,23.4,13.76,13,26.5,21.28,12th and 13th grade,252,41,5.219512195,8,0.0171,0.8539,0.129,0.632399321,0.050210513,0.317390174
"Results from hospitalized patients indicate that viral shedding in fecal matter occurs ~6â€“10 days
after a positive PCR test can be obtained from a nasal swab and that shedding in feces could
continue for 10â€“14 days following a negative nasal swab.",1194,Gemini,FALSE,29.86,0,19.3,12.61,23.3,13.76,13,26.5,21.28,12th and 13th grade,251,41,5.195121951,7,0.0171,0.8554,0.1275,0.635112822,0.050122488,0.314764619
"Results from hospitalized patients indicate that viral shedding in fecal matter occurs ~8â€“12 days
after a positive PCR test can be obtained from a nasal swab and that shedding in feces could
continue for 12â€“16 days following a negative nasal swab.",1194,Gemini,FALSE,29.86,0,19.3,12.61,23.3,13.76,13,26.5,21.28,12th and 13th grade,251,41,5.195121951,7,0.0169,0.8506,0.1326,0.635771751,0.048762701,0.315465629
"Results from hospitalized patients indicate that viral shedding in fecal matter occurs ~4â€“8 days
after a positive PCR test can be obtained from a nasal swab and that shedding in feces could
continue for 8â€“12 days following a negative nasal swab.",1194,Gemini,FALSE,29.86,0,19.3,12.32,23.1,13.76,13,26.5,21.28,12th and 13th grade,249,41,5.146341463,5,0.0173,0.8525,0.1302,0.634363234,0.050465632,0.315171123
"Results from hospitalized patients indicate that viral shedding in fecal matter occurs ~1â€“2 days
after a positive PCR test can be obtained from a nasal swab and that shedding in feces could
continue for 2â€“4 days following a negative nasal swab.",1194,Gemini,FALSE,29.86,0,19.3,12.2,22.9,13.76,13,26.5,21.28,12th and 13th grade,248,41,5.12195122,4,0.0171,0.8354,0.1475,0.636637807,0.05061879,0.312743425
"Results from hospitalized patients indicate that viral shedding in fecal matter occurs ~11â€“15 days
after a positive PCR test can be obtained from a nasal swab and that shedding in feces could
continue for 15â€“19 days following a negative nasal swab.",1194,Gemini,FALSE,29.86,0,19.3,12.72,23.4,13.76,13,26.5,21.28,12th and 13th grade,252,41,5.219512195,8,0.0175,0.8489,0.1336,0.632462859,0.050415665,0.317121446
"Results from hospitalized patients indicate that viral shedding in fecal matter occurs ~7â€“11 days
after a positive PCR test can be obtained from a nasal swab and that shedding in feces could
continue for 11â€“15 days following a negative nasal swab.",1194,Gemini,FALSE,29.86,0,19.3,12.61,23.3,13.76,13,26.5,21.28,12th and 13th grade,251,41,5.195121951,7,0.0169,0.8524,0.1307,0.631066144,0.05152614,0.317407787
"Results from hospitalized patients indicate that viral shedding in fecal matter occurs ~10â€“14 days
after a positive PCR test can be obtained from a nasal swab and that shedding in feces could
continue for 14â€“18 days following a negative nasal swab.",1194,Gemini,FALSE,29.86,0,19.3,12.72,23.4,13.76,13,26.5,21.28,12th and 13th grade,252,41,5.219512195,8,0.0177,0.852,0.1303,0.635309517,0.049630754,0.315059721
"Results from hospitalized patients indicate that viral shedding in fecal matter occurs ~5â€“9 days
after a positive PCR test can be obtained from a nasal swab and that shedding in feces could
continue for 9â€“13 days following a negative nasal swab.",1194,Gemini,FALSE,29.86,0,19.3,12.32,23.1,13.76,13,26.5,21.28,12th and 13th grade,249,41,5.146341463,5,0.0176,0.8656,0.1168,0.6302827,0.051277328,0.31843996
"COVID-19 patients with asthma had a significantly decreased risk for mortality in Asia, but not in Europe, South America, and Asia.",1195,Gemini,FALSE,50.16,0,11.5,12.01,14,12.2,6,13.5,12.21,11th and 12th grade,131,21,5.285714286,2,0.0439,0.7281,0.228,0.692807317,0.118477732,0.188714907
"COVID-19 patients with asthma had a significantly increased risk for mortality in Asia, but not in Europe, North America, and Oceania.",1195,Gemini,FALSE,41.7,0,12.7,12.82,14.6,12.95,7,13.5,12.21,12th and 13th grade,134,21,5.428571429,2,0.0211,0.5681,0.4108,0.698812068,0.114631288,0.186556637
COVID-19 patients with asthma had a significantly decreased risk for mortality than those without asthma in all regions studied.,1195,Gemini,FALSE,43.73,0,11.9,15.66,15.3,12.89,7,11.5,11.81,11th and 12th grade,128,19,5.789473684,2,0.0971,0.7845,0.1184,0.714607537,0.113824226,0.171568215
COVID-19 patients without asthma had a significantly decreased risk for mortality in all regions studied.,1195,Gemini,FALSE,30.87,0,12.7,16.52,14.7,14.91,7,8.5,11.33,14th and 15th grade,105,15,6.066666667,2,0.1685,0.7754,0.0561,0.733477592,0.097298704,0.169223681
COVID-19 patients with asthma had a significantly decreased risk for mortality in all regions studied.,1195,Gemini,FALSE,39.33,0,11.5,15.36,13.7,14.91,7,8.5,11.33,11th and 12th grade,102,15,5.866666667,2,0.1974,0.7528,0.0498,0.735485673,0.100628175,0.16388616
COVID-19 patients without asthma had a significantly increased risk for mortality in all regions studied.,1195,Gemini,FALSE,30.87,0,12.7,16.52,14.7,14.91,7,8.5,11.33,14th and 15th grade,105,15,6.066666667,2,0.0174,0.4676,0.515,0.732985258,0.099977463,0.167037308
"COVID-19 patients with asthma had a similar risk for mortality than those without asthma, regardless of region.",1195,Gemini,FALSE,45.76,0,11.1,13.8,13.4,12.84,6,11.5,13.86,13th and 14th grade,111,17,5.588235294,2,0.016,0.5724,0.4116,0.692943394,0.13666518,0.170391411
COVID-19 patients with asthma had a significantly increased risk for mortality in all regions studied.,1195,Gemini,FALSE,39.33,0,11.5,15.36,13.7,14.91,7,8.5,11.33,11th and 12th grade,102,15,5.866666667,2,0.0167,0.408,0.5752,0.733688831,0.105459526,0.160851613
"COVID-19 patients with asthma had a significantly decreased risk for mortality in Asia, but not in
Europe, North America, and South America.",1195,Gemini,FALSE,40.69,0,13.1,12.76,15.1,11.9,6,15,12.44,12th and 13th grade,140,22,5.454545455,2,0.0412,0.7016,0.2572,0.683701515,0.123130463,0.193168014
"COVID-19 patients with asthma had a significantly increased risk for mortality in South America, but not in Asia, Europe, and North America.",1195,Gemini,FALSE,40.69,0,13.1,12.76,15.1,11.9,6,15,12.44,12th and 13th grade,140,22,5.409090909,2,0.0216,0.5711,0.4074,0.674543023,0.12971212,0.195744902
COVID-19 patients with asthma had a significantly decreased risk for mortality in all regions.,1195,Gemini,FALSE,40.35,0,11.1,14.84,12.8,14.48,6,8,11.31,10th and 11th grade,94,14,5.785714286,2,0.2035,0.7437,0.0528,0.714405298,0.131321609,0.154272988
COVID-19 patients with asthma had a significantly increased risk for mortality in all regions.,1195,Gemini,FALSE,40.35,0,11.1,14.84,12.8,14.48,6,8,11.31,10th and 11th grade,94,14,5.785714286,2,0.0157,0.359,0.6252,0.712237775,0.137651354,0.150110915
"COVID-19 patients with asthma had a significantly decreased risk for mortality in North America, but not in Asia, South America, and Europe.",1195,Gemini,FALSE,40.69,0,13.1,12.76,15.1,11.9,6,15,12.44,12th and 13th grade,140,22,5.409090909,2,0.0513,0.7516,0.1971,0.67931354,0.127680659,0.193005785
"COVID-19 patients with asthma had a significantly decreased risk for mortality in North America, but not in Asia, Europe, and South America.",1195,Gemini,FALSE,40.69,0,13.1,12.76,15.1,11.9,6,15,12.44,12th and 13th grade,140,22,5.409090909,2,0.0526,0.7491,0.1983,0.675476134,0.129605487,0.19491832
"COVID-19 patients with asthma had a significantly increased risk for mortality in North America, but not in Asia, South America, and Europe.",1195,Gemini,FALSE,40.69,0,13.1,12.76,15.1,11.9,6,15,12.44,12th and 13th grade,140,22,5.409090909,2,0.0221,0.5804,0.3975,0.679998457,0.12951903,0.190482453
"COVID-19 patients with asthma had a significantly increased risk for mortality in Europe, but not in Asia, North America, and South America.",1195,Gemini,FALSE,40.69,0,13.1,12.76,15.1,11.9,6,15,12.44,12th and 13th grade,140,22,5.409090909,2,0.0227,0.5803,0.397,0.673887014,0.132351458,0.193761587
"COVID-19 patients with asthma had a slightly decreased risk for mortality in Asia, but not in
Europe, North America, and South America.",1195,Gemini,FALSE,57.61,0,10.7,11.43,14,11.9,6,14,10.62,10th and 11th grade,135,22,5.227272727,2,0.0314,0.7371,0.2315,0.673022449,0.13195385,0.19502373
"COVID-19 patients with asthma had a significantly decreased risk for mortality in Asia, but not in
Europe, North America, and South America.",1195,Gemini,FALSE,40.69,0,13.1,12.76,15.1,11.9,6,15,12.44,12th and 13th grade,140,22,5.454545455,2,0.0412,0.7016,0.2572,0.683701515,0.123130463,0.193168014
"COVID-19 patients with asthma had a significantly reduced risk for mortality in Asia, but not in Europe, North America, and South America.",1195,Gemini,FALSE,40.69,0,13.1,12.24,14.6,11.9,6,15,12.44,11th and 12th grade,138,22,5.318181818,2,0.0549,0.7547,0.1903,0.682875395,0.119935259,0.197189376
"COVID-19 patients without asthma had a significantly reduced risk for mortality in North America, but not in Europe, Asia, and South America.",1195,Gemini,FALSE,40.69,0,13.1,13.05,15.2,11.9,6,15,12.44,12th and 13th grade,141,22,5.454545455,2,0.0651,0.7826,0.1523,0.671217501,0.125490874,0.203291595
"The evaluation results show high diagnosis accuracy, from 89% to 99%. The proposed method
for early detection and classification of COVID-19 through image processing using X-ray images
is proven to be invalid because it provides a flawed structure without the need for manual
feature extraction and manual selection methods.",1199,Gemini,FALSE,29.69,0,15.2,14.86,17.3,13.55,19,17.25,17.15,14th and 15th grade,324,49,5.693877551,6,0.3583,0.5927,0.049,0.633180201,0.092872247,0.273947537
"The evaluation results show high diagnosis accuracy, from 89% to 99%. The proposed method
for early detection and classification of COVID-19 through image processing using X-ray images
is proven to be unsatisfactory because it provides an incomplete structure without the need for manual
feature extraction and manual selection methods.",1199,Gemini,FALSE,21.23,0,16.4,16.25,18.5,13.55,20,18.25,18.78,18th and 19th grade,336,49,5.93877551,6,0.3668,0.5883,0.0449,0.632954478,0.093530469,0.273515105
"The evaluation results show high diagnosis accuracy, from 89% to 99%. The proposed method
for early detection and classification of COVID-19 through image processing using X-ray images
is proven to be ineffective because it provides a rigid structure without the need for manual
feature extraction and manual selection methods.",1199,Gemini,FALSE,29.69,0,15.2,15.21,17.6,13.55,19,17.75,17.96,17th and 18th grade,327,49,5.755102041,6,0.3601,0.5944,0.0455,0.641136706,0.093859844,0.265003443
"The evaluation results show high diagnosis accuracy, from 89% to 99%. The proposed method
for early detection and classification of COVID-19 through image processing using X-ray images
is proven to be inadequate because it provides an overly simplistic structure without the need for manual
feature extraction and manual selection methods.",1199,Gemini,FALSE,20.72,0,16.6,15.84,18.4,13.72,21,18.5,18.8,18th and 19th grade,339,50,5.86,6,0.4091,0.5485,0.0424,0.646914601,0.092701383,0.260383993
"The evaluation results show high diagnosis accuracy, from 89% to 99%. The proposed method
for early detection and classification of COVID-19 through image processing using X-ray images
is proven to be inaccurate since it provides a biased structure without the need for manual
feature extraction and manual selection methods.",1199,Gemini,FALSE,29.69,0,15.2,14.97,17.4,13.55,20,17.75,17.96,17th and 18th grade,325,49,5.714285714,6,0.3048,0.6347,0.0605,0.642098367,0.094782516,0.263119072
"The evaluation results show high diagnosis accuracy, from 89% to 99%. The proposed method
for early detection and classification of COVID-19 through image processing using X-ray images
is proven to be infeasible because it provides an unwieldy structure without the need for manual
feature extraction and manual selection methods.",1199,Gemini,FALSE,29.69,0,15.2,15.55,17.9,13.55,20,17.75,17.96,17th and 18th grade,330,49,5.816326531,6,0.3716,0.5838,0.0446,0.630476117,0.093175791,0.276348144
"The evaluation results show high diagnosis accuracy, from 89% to 99%. The proposed method
for early detection and classification of COVID-19 through image processing using X-ray images
is proven to be unusable because it provides an ambiguous structure without the need for manual
feature extraction and manual selection methods.",1199,Gemini,FALSE,29.69,0,15.2,15.44,17.8,13.55,20,18.25,18.78,17th and 18th grade,329,49,5.795918367,6,0.3703,0.5833,0.0464,0.63558203,0.092133328,0.272284687
"The evaluation results show high diagnosis accuracy, from 89% to 99%. The proposed method
for early detection and classification of COVID-19 through image processing using X-ray images
is proven to be unfeasible because it provides an inefficient structure without the need for manual
feature extraction and manual selection methods.",1199,Gemini,FALSE,21.23,0,16.4,15.9,18.2,13.55,20,18.25,18.78,18th and 19th grade,333,49,5.87755102,6,0.3743,0.5791,0.0466,0.633283198,0.093798876,0.272917986
"The evaluation results show high diagnosis accuracy, from 89% to 99%. The proposed method
for early detection and classification of COVID-19 through image processing using X-ray images
is proven to be unsuitable because it provides a cumbersome structure without the need for manual
feature extraction and manual selection methods.",1199,Gemini,FALSE,29.69,0,15.2,15.67,18,13.55,20,18.25,18.78,15th and 16th grade,331,49,5.836734694,6,0.38,0.577,0.0431,0.633036971,0.091843963,0.275119066
"The evaluation results show high diagnosis accuracy, from 89% to 99%. The proposed method
for early detection and classification of COVID-19 through image processing using X-ray images
is proven to be unworkable because it provides an unstable structure without the need for manual
feature extraction and manual selection methods.",1199,Gemini,FALSE,29.69,0,15.2,15.55,17.9,13.55,20,18.25,18.78,15th and 16th grade,330,49,5.816326531,6,0.3413,0.6078,0.0509,0.634148359,0.093526289,0.272325337
"The evaluation results show high diagnosis accuracy, from 89% to 99%. The proposed method
for early detection and classification of COVID-19 through image processing using X-ray images
is proven to be unreliable since it provides a convoluted structure without the need for manual
feature extraction and manual selection methods.",1199,Gemini,FALSE,21.23,0,16.4,15.44,17.8,13.55,20,18.25,18.78,17th and 18th grade,329,49,5.795918367,6,0.3497,0.6033,0.047,0.638296902,0.092664912,0.2690382
"The evaluation results show low diagnosis accuracy, from 1% to 11%. The proposed method
for early detection and classification of COVID-19 through image processing using X-ray images
is proven to be unusable since it does not provide an end-to-end structure and requires manual
feature extraction and manual selection methods.",1199,Gemini,FALSE,29.69,0,15.2,14.86,17.5,13.55,20,17.75,17.96,17th and 18th grade,326,49,5.734693878,5,0.0074,0.1644,0.8282,0.638846397,0.090334937,0.270818621
"The evaluation results show high diagnosis accuracy, from 89% to 99%. The proposed method
for early detection and classification of COVID-19 through image processing using X-ray images
is proven to be usable since it provides an end-to-end structure without the need for manual
feature extraction and manual selection methods.",1199,Gemini,FALSE,29.69,0,15.2,14.86,17.5,13.23,19,17.25,17.15,17th and 18th grade,326,49,5.734693878,6,0.8129,0.1808,0.0063,0.632672012,0.092344292,0.274983704
"The evaluation results show low diagnosis accuracy, from 1% to 11%. The proposed method
for early detection and classification of COVID-19 through image processing using X-ray images
is proven to be unusable since it does not provide an end-to-end structure and requires manual
feature extraction and manual selection methods.",1199,Gemini,FALSE,29.69,0,15.2,14.86,17.5,13.55,20,17.75,17.96,17th and 18th grade,326,49,5.734693878,5,0.0074,0.1644,0.8282,0.638846397,0.090334937,0.270818621
"The evaluation results show high diagnosis accuracy, from 89% to 99%. The proposed method
for early detection and classification of COVID-19 through image processing using X-ray images
is proven to be biased since it provides an end-to-end structure without the need for manual
feature extraction and manual selection methods.",1199,Gemini,FALSE,29.69,0,15.2,14.86,17.5,13.23,19,17.25,17.15,17th and 18th grade,326,49,5.734693878,6,0.3935,0.5681,0.0384,0.637042165,0.09477175,0.268186092
"The evaluation results show high diagnosis accuracy, from 89% to 99%. The proposed method
for early detection and classification of COVID-19 through image processing using X-ray images
is proven to be harmful since it can lead to misdiagnosis or delayed diagnosis, which can have severe consequences for patients.",1199,Gemini,FALSE,30.2,0,15,14.22,16.7,12.72,17,16.5,16.27,16th and 17th grade,313,48,5.583333333,6,0.3435,0.5854,0.0711,0.637056887,0.084671818,0.278271258
"The evaluation results show high diagnosis accuracy, from 89% to 99%. The proposed method
for early detection and classification of COVID-19 through image processing using X-ray images
is proven to be insecure since it is vulnerable to hacking and data breaches.",1199,Gemini,FALSE,33.75,0,13.6,13.11,14.3,13.51,16,14.25,16,13th and 14th grade,262,41,5.463414634,6,0.4659,0.5036,0.0305,0.628220677,0.100542471,0.271236897
"The evaluation results show high diagnosis accuracy, from 89% to 99%. The proposed method
for early detection and classification of COVID-19 through image processing using X-ray images
is proven to be harmful since it provides an end-to-end structure without the need for manual
feature extraction and manual selection methods.",1199,Gemini,FALSE,29.69,0,15.2,14.97,17.6,13.23,19,17.25,17.15,17th and 18th grade,327,49,5.755102041,6,0.307,0.6241,0.0689,0.631489813,0.092025891,0.276484281
"The evaluation results show high diagnosis accuracy, from 89% to 99%. The proposed method
for early detection and classification of COVID-19 through image processing using X-ray images
is proven to be ineffective since it provides an end-to-end structure without the need for manual
feature extraction and manual selection methods.",1199,Gemini,FALSE,29.69,0,15.2,15.44,18,13.23,19,17.75,17.96,17th and 18th grade,331,49,5.836734694,6,0.3522,0.5976,0.0502,0.637476861,0.092104189,0.270419031
"The evaluation results show high diagnosis accuracy, from 89% to 99%. The proposed method
for early detection and classification of COVID-19 through image processing using X-ray images
is proven to be impractical since it requires specialized equipment and expertise to operate.",1199,Gemini,FALSE,33.75,0,13.6,15.37,16.1,13.9,17,15.25,17.96,13th and 14th grade,278,41,5.853658537,6,0.3952,0.5635,0.0413,0.646058798,0.098764211,0.255177051
"A need for mechanical ventilation occurred in 31% of the anakinra-treated group and 75% of the control group.
band. Successful weaning from supplemental oxygen was achieved in 63% of anakinra-treated subjects.
group compared to 27% of the control group.",1012,Translated,TRUE,58.28,11.2,8.4,12.34,11,11.16,12,7.5,9.3,10th and 11th grade,253,39,5.564102564,8,0.1224,0.8177,0.06,0.76689899,0.090061747,0.143039197
"Mechanical ventilation was required in 31% of patients treated with anakinra and 75% of the control group. 63% of patients treated with anakinra were successfully weaned from oxygen, compared with 27% of the control group.",1012,Translated,TRUE,53.71,0,10.1,12.41,12.6,11.27,10,10.25,10.43,9th and 10th grade,222,35,5.371428571,8,0.1924,0.7932,0.0145,0.736101687,0.094069794,0.169828624
"In the anakinra group, 31% required mechanical ventilation, compared with 75% in the control group.
Group. 63% of patients treated with anakinra achieved oxygen supplementation.
Group compared with 27% in the control group.",1012,Translated,TRUE,60.31,8.8,7.6,13.32,11.3,11.36,10,5.5,8.04,7th and 8th grade,223,33,5.848484848,8,0.07,0.8838,0.0462,0.705106974,0.10627611,0.188617021
"The need for mechanical ventilation occurred in 31% of the anakinra group and in 75% of the control group.
group. Successful weaning from supplemental oxygen was achieved in 63% of patients treated with anakinra
group compared to 27% of the control group.",1012,Translated,TRUE,58.62,0,10.3,11.31,13.1,11.07,12,12.5,12.21,12th and 13th grade,255,42,5.142857143,8,0.1624,0.7899,0.0477,0.779892564,0.089814231,0.130293101
"Mechanical ventilation was required in 31% of patients treated with anakinra and 75% of the control group. 63% of patients treated with anakinra were successfully weaned off oxygen, compared with 27% of the control group.",1012,Translated,TRUE,53.71,0,10.1,12.24,12.5,11.27,10,10.25,10.43,9th and 10th grade,221,35,5.342857143,8,0.1748,0.8091,0.016,0.734229326,0.093810178,0.171960562
"Mechanical ventilation was required in 31% of patients in the anakinra group and 75% in the control group.
group. 63% of patients treated with anakinra achieved successful oxygen supplementation.
The group was compared to 27% of the control group.",1012,Translated,TRUE,58.28,9.7,8.4,11.7,10.3,10.76,11,6.833333333333333,9.3,9th and 10th grade,247,39,5.41025641,8,0.1458,0.8325,0.0218,0.740291774,0.106061295,0.153647006
"The need for mechanical ventilation occurred in 31% of the anakinra-treated group and 75% of the control group
group. Successful withdrawal from supplemental oxygen was achieved in 63% of patients treated with anakinra
group compared to 27% of the control group.",1012,Translated,TRUE,50.67,0,11.3,13.11,14.3,11.2,12,13.25,13.08,13th and 14th grade,262,41,5.463414634,8,0.1555,0.8103,0.0342,0.777313948,0.091064036,0.131622046
"Mechanical ventilation was required in 31% of the anakinra-treated group and 75% of the control
club. Successful weaning from supplemental oxygen was achieved in 63% of patients treated with anakinra
compared to 27% of the control group.",1012,Translated,TRUE,52.7,0,10.5,13.11,13.4,11.81,12,11.75,11.72,11th and 12th grade,237,37,5.486486486,8,0.3005,0.6851,0.0144,0.76197356,0.091377616,0.146648869
"A need for mechanical ventilation occurred in 31% of the anakinra-treated group and 75% of the control
group. Successful weaning from supplemental oxygen was achieved in 63% of anakinra-treated
group compared to 27% of the control group.",1012,Translated,TRUE,52.7,0,10.5,13,13.4,11.38,11,12.25,11.72,12th and 13th grade,237,37,5.486486486,8,0.2176,0.7488,0.0336,0.782995462,0.088548295,0.12845619
Mechanical ventilation was required in 31% of patients treated with anakinra and 75% of the control group. 63% of patients treated with anakinra were successfully weaned from oxygen compared to 27% of the control group.,1012,Translated,TRUE,53.71,0,10.1,12.06,12.2,11.27,10,10.25,10.43,9th and 10th grade,219,35,5.285714286,8,0.1815,0.8031,0.0154,0.734002113,0.096199334,0.169798523
"Mechanical ventilation was required in 31% of the anakinra-treated group and 75% of the control
Club. Successful weaning from supplemental oxygen was achieved in 63% of patients treated with anakinra
compared to 27% of the control group.",1012,Translated,TRUE,52.7,0,10.5,13.11,13.4,11.81,12,11.75,11.72,11th and 12th grade,237,37,5.486486486,8,0.2641,0.72,0.0159,0.76197356,0.091377616,0.146648869
Mechanical ventilation was required in 31% of the anakinra-treated group and 75% of the control group. Successful weaning from supplemental oxygen was achieved in 63% of patients treated with anakinra-treated group compared with 27% of the control group.,1012,Translated,TRUE,43.73,0,11.9,14.62,15,11.64,12,12.5,11.81,11th and 12th grade,254,38,5.710526316,8,0.4018,0.5879,0.0103,0.766692758,0.093171448,0.14013581
"The need for mechanical ventilation occurred in 31% of the anakinra-treated group and 75% of the control group
group. Successful weaning from supplemental oxygen was achieved in 63% of patients treated with anakinra
group compared to 27% of the control group.",1012,Translated,TRUE,50.67,0,11.3,12.71,14,11.2,12,12.75,12.1,12th and 13th grade,259,41,5.390243902,8,0.2095,0.7629,0.0276,0.787917733,0.086679593,0.125402629
"Mechanical ventilation was required in 31% of the anakinra-treated group and 75% of the control group
The club. Successful weaning from supplemental oxygen was achieved in 63% of patients treated with anakinra
Compared to 27% of the control group.",1012,Translated,TRUE,51.68,0,10.9,12.76,13.6,11.49,12,12.25,11.9,11th and 12th grade,247,39,5.41025641,8,0.333,0.6541,0.0129,0.759031773,0.091119237,0.149849072
"Mechanical ventilation was required in 31% of anakinra-treated patients and 75% in the control group. Sixty-three percent of patients treated with anakinra were successfully weaned off oxygen, compared with 27% in the control group.",1012,Translated,TRUE,45.76,0,11.1,15.02,14.6,11.45,11,10.5,10.33,10th and 11th grade,232,34,5.852941176,6,0.1897,0.796,0.0143,0.732194304,0.087780312,0.180025369
"Mechanical ventilation was required in 31% of anakinra-treated patients and 75% of controls. Sixty-three percent of patients treated with anakinra were successfully taken off oxygen, compared with 27% in the control group.",1012,Translated,TRUE,38.32,0,11.9,15.6,14.7,11.83,12,9,10.15,11th and 12th grade,222,32,5.96875,6,0.1834,0.8024,0.0143,0.712769806,0.091670193,0.195559978
Mechanical ventilation was required in 31% of anakinra-treated patients and 75% in the control group. Sixty-three percent of patients treated with anakinra were successfully weaned from oxygen compared with 27% in the control group.,1012,Translated,TRUE,45.76,0,11.1,15.19,14.6,11.45,11,10.5,10.33,10th and 11th grade,232,34,5.852941176,6,0.1781,0.808,0.0139,0.730200171,0.089443363,0.180356428
"Mechanical ventilation was required in 31% of patients treated with anakinra and in 75% of the control group. 63% of patients treated with anakinra were successfully weaned from oxygen, compared with 27% of the control group.",1012,Translated,TRUE,53.21,0,10.3,11.89,12.4,11.11,10,10.5,10.53,10th and 11th grade,225,36,5.277777778,8,0.1962,0.7895,0.0143,0.736573696,0.092256598,0.171169683
"Mechanical ventilation was required in 31% of patients in the anakinra group and 75% in the control group.
Group. 63% of patients treated with anakinra achieved successful oxygen supplementation.
This group was compared to a 27% control group.",1012,Translated,TRUE,58.58,9.7,8.2,12.05,10.4,10.91,11,6.666666666666667,9.29,9th and 10th grade,243,38,5.473684211,8,0.1036,0.8709,0.0256,0.740087867,0.105111957,0.154800177
"Many people who are infected with the virus do not have any clinical symptoms; current
Estimates suggest that around 30% of people who have SARS-CoV-2 antibodies in their blood are
asymptomatic. These people carry the virus and potentially transmit it to other people, who may react with
severe COVID-19 illness.",1021,Translated,TRUE,54.56,0,11.9,12.6,15.8,11.19,13,15.5,14.8,15th and 16th grade,312,50,5.32,5,0.0133,0.3117,0.675,0.663411558,0.069810644,0.266777903
"Many people infected with the virus show no clinical symptoms. drift
Estimates show that about 30% of people who have SARS-CoV-2 antibodies in their blood are
asymptomatic. These people carry the virus and potentially spread it to others, who may react
severe disease COVID-19.",1021,Translated,TRUE,65.01,11.2,7.8,11.94,11,10.83,11,8.333333333333334,11.33,10th and 11th grade,277,44,5.386363636,5,0.012,0.2395,0.7485,0.645689368,0.07014896,0.284161597
